position,name,lastName,age,country,gender,wealthSource,industry,worth,worthChange,realTimeWorth,realTimePosition,image 
605,Zhang Jin,Zhang,46,China,M,diversified,Diversified,3800.0,-8.253,,632,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999
606,Nick Caporella,Caporella,82,United States,M,beverages,Food and Beverage,3700.0,0.0,,506,https://specials-images.forbesimg.com/imageserve/5a8dd4c6a7ea431690140b00/416x416.jpg?background=000000&cropX1=403&cropX2=1131&cropY1=270&cropY2=999
607,Mark Cuban,Cuban,59,United States,M,online media,Media & Entertainment,3700.0,0.0,,608,https://specials-images.forbesimg.com/imageserve/59dbe47b31358e542c038283/416x416.jpg?background=000000&cropX1=720&cropX2=1325&cropY1=189&cropY2=793
608,Ken Fisher,Fisher,67,United States,M,money management,Finance and Investments,3700.0,0.0,,621,https://specials-images.forbesimg.com/imageserve/59dbd16931358e542c038093/416x416.jpg?background=000000&cropX1=119&cropX2=540&cropY1=34&cropY2=455
609,Jaime Gilinski Bacal,Gilinski Bacal,60,Colombia,M,banking,Finance and Investments,3700.0,0.0,,638,https://specials-images.forbesimg.com/imageserve/4f07d582150616600588bf39ab92e054/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810
610,Andreas Halvorsen,Halvorsen,57,Norway,M,hedge funds,Finance and Investments,3700.0,0.0,,633,https://specials-images.forbesimg.com/imageserve/56bde5cbe4b062f6b599bbb8/416x416.jpg?background=000000&cropX1=167&cropX2=591&cropY1=32&cropY2=456
611,H. Fisk Johnson,Johnson,60,United States,M,cleaning products,Manufacturing,3700.0,0.0,,671,https:http://specials-images.forbesimg.com/imageserve/57e072564bbe6f6781c526bb/416x416.jpg?background=000000&cropX1=5&cropX2=726&cropY1=39&cropY2=761
612,Imogene Powers Johnson,Johnson,87,United States,F,cleaning products,Manufacturing,3700.0,,,671,https://specials-images.forbesimg.com/imageserve/f73950e018838a51ba68a5432c2b1111/416x416.jpg?background=000000&cropX1=0&cropX2=394&cropY1=103&cropY2=497
613,S. Curtis Johnson,Johnson,63,United States,M,cleaning products,Manufacturing,3700.0,0.0,,657,https://specials-images.forbesimg.com/imageserve/688f019aa8189ba775f5e11b549fe4cc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862
614,Helen Johnson-Leipold,Johnson-Leipold,61,United States,F,cleaning products,Manufacturing,3700.0,0.0,,656,https://specials-images.forbesimg.com/imageserve/3b6607eb3b5ca0b22bae62c57d6fd590/416x416.jpg?background=000000&cropX1=18&cropX2=324&cropY1=2&cropY2=308
615,Winifred Johnson-Marquart,Johnson-Marquart,59,United States,F,cleaning products,Manufacturing,3700.0,0.0,,658,https://specials-images.forbesimg.com/imageserve/2fac3c1d889947907719cf6947ae8980/416x416.jpg?background=000000&cropX1=34&cropX2=1086&cropY1=48&cropY2=1101
616,Viatcheslav Kantor,Kantor,64,Russia,M,"fertilizer, real estate",Manufacturing,3700.0,0.0,,653,https://specials-images.forbesimg.com/imageserve/5502fabce4b095aa68c83a04/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746
617,Samvel Karapetyan,Karapetyan,52,Russia,M,real estate,Construction & Engineering,3700.0,0.0,,796,https://specials-images.forbesimg.com/imageserve/5a80b4c84bbe6f2652f53fed/416x416.jpg?background=000000&cropX1=10&cropX2=2336&cropY1=15&cropY2=2343
618,Marc Ladreit de Lacharriere,Ladreit de Lacharriere,77,France,M,finance,Finance and Investments,3700.0,0.0,,662,https://specials-images.forbesimg.com/imageserve/5a7df23ea7ea431690131bca/416x416.jpg?background=000000&cropX1=817&cropX2=3461&cropY1=6&cropY2=2648
619,Angela Leong,Leong,57,Hong Kong,F,casinos,Gambling & Casinos,3700.0,0.0,,578,https://specials-images.forbesimg.com/imageserve/5a57a51b31358e4955aa8005/416x416.jpg?background=000000&cropX1=136&cropX2=1300&cropY1=7&cropY2=1172
620,Li Gaiteng,Li,46,China,M,hair dryers,Manufacturing,3700.0,0.0,,804,https://specials-images.forbesimg.com/imageserve/5a57a51b31358e4955aa8005/416x416.jpg?background=000000&cropX1=136&cropX2=1300&cropY1=7&cropY2=1172
621,Mangal Prabhat Lodha,Lodha,62,India,M,real estate,Real Estate,3700.0,0.0,,849,https://specials-images.forbesimg.com/imageserve/0ca251e6fe15d8e2d071c859d2cb26bc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=122&cropY2=866
622,Michael Milken,Milken,71,United States,M,investments,Finance and Investments,3700.0,0.0,,609,https://specials-images.forbesimg.com/imageserve/59dbd2c24bbe6f37dda03520/416x416.jpg?background=000000&cropX1=68&cropX2=928&cropY1=229&cropY2=1088
623,Yuri Milner,Milner,56,Russia,M,tech investments,Finance and Investments,3700.0,0.0,,617,https://specials-images.forbesimg.com/imageserve/5a80ca9f31358e4955ad2cd9/416x416.jpg?background=000000&cropX1=0&cropX2=2194&cropY1=14&cropY2=2210
624,Andreas Struengmann,Struengmann,68,Germany,M,pharmaceuticals,Healthcare,3700.0,0.0,,667,https://specials-images.forbesimg.com/imageserve/5a80ca9f31358e4955ad2cd9/416x416.jpg?background=000000&cropX1=0&cropX2=2194&cropY1=14&cropY2=2210
625,Thomas Struengmann,Struengmann,68,Germany,M,pharmaceuticals,Healthcare,3700.0,0.0,,668,https://specials-images.forbesimg.com/imageserve/5a7e557831358e4955ad137a/416x416.jpg?background=000000&cropX1=0&cropX2=2573&cropY1=5&cropY2=2580
626,Tse Ping,Tse,66,China,M,pharmaceuticals,Healthcare,3700.0,0.0,,376,https://specials-images.forbesimg.com/imageserve/56703358b0044cf7b67e49b2a2c7d409/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=0&cropY2=740
627,Yitzhak Tshuva,Tshuva,69,Israel,M,real estate,Real Estate,3700.0,-8.447,,626,https://specials-images.forbesimg.com/imageserve/5a7f7ee0a7ea431690132df9/416x416.jpg?background=000000&cropX1=634&cropX2=2310&cropY1=0&cropY2=1675
628,Samuel Yin,Yin,67,Taiwan,M,diversified,Diversified,3700.0,0.001,,525,https://specials-images.forbesimg.com/imageserve/79f9f719edb1a954ae3fd1229a2f9924/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=58&cropY2=801
629,Michael Ashley,Ashley,53,United Kingdom,M,sports retailing,Fashion & Retail,3600.0,0.0,,627,https://specials-images.forbesimg.com/imageserve/5a815eee31358e4955ad33b5/416x416.jpg?background=000000&cropX1=371&cropX2=2529&cropY1=257&cropY2=2417
630,Cao Longxiang,Cao,60,China,M,pharmaceuticals,Healthcare,3600.0,-0.001,,457,https:http://specials-images.forbesimg.com/imageserve/56c68eb1e4b062f6b59a1458/416x416.jpg?background=000000&cropX1=159&cropX2=634&cropY1=305&cropY2=780
631,Jeffery Hildebrand,Hildebrand,59,United States,M,oil,Energy,3600.0,0.0,,528,https://specials-images.forbesimg.com/imageserve/57e06a924bbe6f6781c5268d/416x416.jpg?background=000000&cropX1=105&cropX2=572&cropY1=63&cropY2=530
632,Jiang Rensheng,Jiang,64,China,M,vaccine production,Healthcare,3600.0,0.0,,279,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858
633,"Edward Johnson, IV.",Johnson,53,United States,M,money management,Finance and Investments,3600.0,0.0,,651,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858
634,Elizabeth Johnson,Johnson,55,United States,F,money management,Finance and Investments,3600.0,0.0,,652,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858
635,Peter Kellogg,Kellogg,75,United States,M,investments,Finance and Investments,3600.0,0.0,,708,https://specials-images.forbesimg.com/imageserve/562e57b9e4b0ffa7afe645e7/416x416.jpg?background=000000&cropX1=43&cropX2=692&cropY1=209&cropY2=858
636,Lim Sung-Ki,Lim,78,South Korea,M,pharmaceuticals,Healthcare,3600.0,0.0,,1018,https://specials-images.forbesimg.com/imageserve/58f8de6ea7ea437ada26679d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=69&cropY2=813
637,Friedhelm Loh,Loh,71,Germany,M,manufacturing,Manufacturing,3600.0,0.0,,689,https://specials-images.forbesimg.com/imageserve/5a7e11c8a7ea431690131fc6/416x416.jpg?background=000000&cropX1=213&cropX2=2548&cropY1=1484&cropY2=3820
638,Kiran Mazumdar-Shaw,Mazumdar-Shaw,65,India,F,biotech,Healthcare,3600.0,0.0,,664,https://specials-images.forbesimg.com/imageserve/5a7f280a31358e4955ad1901/416x416.jpg?background=000000&cropX1=1272&cropX2=3866&cropY1=0&cropY2=2592
639,Idan Ofer,Ofer,62,Israel,M,"drilling, shipping",Diversified,3600.0,6.684,,798,https://specials-images.forbesimg.com/imageserve/5a7f7c1c31358e4955ad1d35/416x416.jpg?background=000000&cropX1=834&cropX2=3320&cropY1=354&cropY2=2840
640,Karsanbhai Patel,Patel,74,India,M,consumer goods,Diversified,3600.0,0.0,,603,https://specials-images.forbesimg.com/imageserve/5a7f27bf31358e4955ad18fa/416x416.jpg?background=000000&cropX1=6&cropX2=1367&cropY1=376&cropY2=1737
641,Qin Yinglin,Qin,53,China,M,pig breeding,Food and Beverage,3600.0,0.0,,745,https://specials-images.forbesimg.com/imageserve/a3722ff48b63420aa857d7c876d5c521/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=6&cropY2=746
642,Qiu Guanghe,Qiu,66,China,M,fashion retail,Fashion & Retail,3600.0,0.001,,432,https://specials-images.forbesimg.com/imageserve/5809442131358e238315e7b8/416x416.jpg?background=000000&cropX1=10&cropX2=2368&cropY1=685&cropY2=3045
643,Sarath Ratanavadi,Ratanavadi,52,Thailand,M,energy,Energy,3600.0,0.0,,770,https://specials-images.forbesimg.com/imageserve/5ad8dcad31358e4112b82e3d/416x416.jpg?background=000000&cropX1=203&cropX2=824&cropY1=152&cropY2=773
644,Rodger Riney,Riney,72,United States,M,discount brokerage,Finance and Investments,3600.0,0.0,,605,https://specials-images.forbesimg.com/imageserve/59dbdb144bbe6f37dda03642/416x416.jpg?background=000000&cropX1=1016&cropX2=2276&cropY1=43&cropY2=1304
645,Steven Spielberg,Spielberg,71,United States,M,Movies,Media & Entertainment,3600.0,0.0,,637,https://specials-images.forbesimg.com/imageserve/5a8ddae031358e4955adfc22/416x416.jpg?background=000000&cropX1=734&cropX2=2134&cropY1=46&cropY2=1446
646,Gabriele Volkmann,Volkmann,,Germany,F,auto parts,Automotive,3600.0,0.0,,775,https://specials-images.forbesimg.com/imageserve/5a8ddae031358e4955adfc22/416x416.jpg?background=000000&cropX1=734&cropX2=2134&cropY1=46&cropY2=1446
647,Arne Wilhelmsen,Wilhelmsen,88,Norway,M,cruise ships,Logistics,3600.0,0.001,,721,https://specials-images.forbesimg.com/imageserve/58a386e64bbe6f0e5586cff9/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748
648,Xu Jingren,Xu,73,China,M,pharmaceuticals,Healthcare,3600.0,0.0,,659,https://specials-images.forbesimg.com/imageserve/580951f5a7ea435b91b04853/416x416.jpg?background=000000&cropX1=2&cropX2=743&cropY1=37&cropY2=778
649,Zhang Li,Zhang,65,China,M,real estate,Real Estate,3600.0,0.001,,716,https://specials-images.forbesimg.com/imageserve/5a7d22214bbe6f2652f51261/416x416.jpg?background=000000&cropX1=518&cropX2=1853&cropY1=674&cropY2=2009
650,Zhang Xin,Zhang,52,China,F,real estate,Real Estate,3600.0,0.0,,683,https://specials-images.forbesimg.com/imageserve/5a7d22214bbe6f2652f51261/416x416.jpg?background=000000&cropX1=518&cropX2=1853&cropY1=674&cropY2=2009
651,Anita Zucker,Zucker,66,United States,F,chemicals,Manufacturing,3600.0,-0.254,,985,https://specials-images.forbesimg.com/imageserve/57e124e131358e16c589bb77/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=15&cropY2=759
652,Carlo Benetton,Benetton,74,Italy,M,"fashion retail, investments",Fashion & Retail,3500.0,0.001,,701,https://specials-images.forbesimg.com/imageserve/48e7014b81dcbb5af16440c90335228e/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=0&cropY2=741
653,Gilberto Benetton,Benetton,77,Italy,M,"fashion retail, investments",Fashion & Retail,3500.0,0.001,,702,https://specials-images.forbesimg.com/imageserve/589f893c4bbe6f0e55868e24/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743
654,Giuliana Benetton,Benetton,80,Italy,F,"fashion retail, investments",Fashion & Retail,3500.0,0.001,,703,https://specials-images.forbesimg.com/imageserve/5a7f90bf31358e4955ad1df2/416x416.jpg?background=000000&cropX1=207&cropX2=2084&cropY1=218&cropY2=2096
655,Luciano Benetton,Benetton,83,Italy,M,"fashion retail, investments",Fashion & Retail,3500.0,0.0,,704,https://specials-images.forbesimg.com/imageserve/5a7f9684a7ea431690132eb0/416x416.jpg?background=000000&cropX1=339&cropX2=1832&cropY1=240&cropY2=1734
656,Chen Bang,Chen,52,China,M,hospitals,Healthcare,3500.0,0.001,,375,https://specials-images.forbesimg.com/imageserve/2b6a0c7bcd0e173f3b342365e3667d14/416x416.jpg?background=000000&cropX1=27&cropX2=705&cropY1=63&cropY2=741
657,Kuldip Singh & Gurbachan Singh Dhingra,Dhingra,,India,M,paints,Manufacturing,3500.0,0.0,,585,https://specials-images.forbesimg.com/imageserve/9d847c68baaab474610d6f09e72d3aff/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044
658,Abilio dos Santos Diniz,Diniz,81,Brazil,M,retail,Fashion & Retail,3500.0,0.0,,963,https://specials-images.forbesimg.com/imageserve/5a7b795531358e4955acdd22/416x416.jpg?background=000000&cropX1=0&cropX2=3292&cropY1=330&cropY2=3620
659,Bernard Ecclestone,Ecclestone,87,United Kingdom,M,Formula One,Sports,3500.0,0.0,,720,https://specials-images.forbesimg.com/imageserve/5a81552831358e4955ad3343/416x416.jpg?background=000000&cropX1=0&cropX2=4194&cropY1=0&cropY2=4192
660,Judy Faulkner,Faulkner,74,United States,F,health IT,Technology,3500.0,0.0,,666,https://specials-images.forbesimg.com/imageserve/59231261a7ea434078d441dc/416x416.jpg?background=000000&cropX1=187&cropX2=1015&cropY1=89&cropY2=916
661,Gao Tianguo,Gao,66,China,M,"real estate, finance",Real Estate,3500.0,0.0,,1061,https://specials-images.forbesimg.com/imageserve/59231261a7ea434078d441dc/416x416.jpg?background=000000&cropX1=187&cropX2=1015&cropY1=89&cropY2=916
662,Joshua Harris,Harris,53,United States,M,private equity,Finance and Investments,3500.0,0.001,,680,https://specials-images.forbesimg.com/imageserve/59dbe59ba7ea436b47b39e9e/416x416.jpg?background=000000&cropX1=871&cropX2=1714&cropY1=764&cropY2=1607
663,Arthur Irving,Irving,88,Canada,M,oil,Energy,3500.0,0.0,,502,https://specials-images.forbesimg.com/imageserve/5a7ba14f31358e4955ace08e/416x416.jpg?background=000000&cropX1=2&cropX2=542&cropY1=70&cropY2=610
664,Baba Kalyani,Kalyani,69,India,M,engineering,Construction & Engineering,3500.0,0.0,,847,https://specials-images.forbesimg.com/imageserve/57d88af331358e16c5898fd0/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=250&cropY2=993
665,Dmitry Kamenshchik,Kamenshchik,50,Russia,M,airport,Service,3500.0,0.0,,729,https://specials-images.forbesimg.com/imageserve/5a80a27ba7ea431690133adf/416x416.jpg?background=000000&cropX1=674&cropX2=3343&cropY1=0&cropY2=2667
666,Douglas Leone,Leone,60,United States,M,venture capital,Finance and Investments,3500.0,0.0,,580,https://specials-images.forbesimg.com/imageserve/59dbe96a31358e542c0382f6/416x416.jpg?background=000000&cropX1=227&cropX2=3304&cropY1=600&cropY2=3678
667,Edwin Leong,Leong,66,Hong Kong,M,real estate,Real Estate,3500.0,0.0,,674,https://specials-images.forbesimg.com/imageserve/5a7e697a4bbe6f2652f52a5c/416x416.jpg?background=000000&cropX1=697&cropX2=3366&cropY1=0&cropY2=2667
668,Arnon Milchan,Milchan,73,Israel,M,movie making,Media & Entertainment,3500.0,0.0,,630,https://specials-images.forbesimg.com/imageserve/5a7f7a8f31358e4955ad1d1a/416x416.jpg?background=000000&cropX1=121&cropX2=855&cropY1=4&cropY2=738
669,Maren Otto,Otto,,Germany,F,"retail, real estate",Diversified,3500.0,0.0,,687,https://specials-images.forbesimg.com/imageserve/5a7e2cd1a7ea431690132368/416x416.jpg?background=000000&cropX1=334&cropX2=1593&cropY1=572&cropY2=1832
670,Anthony Pritzker,Pritzker,57,United States,M,"hotels, investments",Service,3500.0,0.0,,677,https://specials-images.forbesimg.com/imageserve/d7f2d1d54a71e885322e1318b12e4baf/416x416.jpg?background=000000&cropX1=64&cropX2=644&cropY1=105&cropY2=685
671,Jay Robert (J.B.) Pritzker,Pritzker,53,United States,M,"hotels, investments",Finance and Investments,3500.0,0.0,,678,https://specials-images.forbesimg.com/imageserve/59dbdd1e31358e542c0381c2/416x416.jpg?background=000000&cropX1=263&cropX2=880&cropY1=174&cropY2=791
672,Mitchell Rales,Rales,61,United States,M,"manufacturing, investments",Manufacturing,3500.0,0.001,,604,https://specials-images.forbesimg.com/imageserve/3583fac6b4a087511b3779870cca97f2/416x416.jpg?background=000000&cropX1=116&cropX2=744&cropY1=147&cropY2=775
673,Kjell Inge Rokke,Rokke,59,Norway,M,"shipping, seafood",Logistics,3500.0,0.0,,455,https://specials-images.forbesimg.com/imageserve/58a244daa7ea431f32197300/416x416.jpg?background=000000&cropX1=167&cropX2=573&cropY1=55&cropY2=461
674,"Bernard Saul, II.",Saul,86,United States,M,"banking, real estate",Finance and Investments,3500.0,-0.001,,648,https:http://specials-images.forbesimg.com/imageserve/e2b0e387987c0fa0aef2253b5912e328/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792
675,Donald Sterling,Sterling,84,United States,M,real estate,Real Estate,3500.0,0.0,,663,https://specials-images.forbesimg.com/imageserve/59dbdbf231358e542c038181/416x416.jpg?background=000000&cropX1=690&cropX2=1525&cropY1=459&cropY2=1295
676,Tahir,Tahir,66,Indonesia,M,diversified,Diversified,3500.0,0.0,,682,https://specials-images.forbesimg.com/imageserve/5a19af6da7ea432f2e7401c7/416x416.jpg?background=000000&cropX1=122&cropX2=1814&cropY1=3&cropY2=1694
677,Chairul Tanjung,Tanjung,56,Indonesia,M,diversified,Diversified,3500.0,-0.001,,611,https://specials-images.forbesimg.com/imageserve/5a19af124bbe6f37e6586283/416x416.jpg?background=000000&cropX1=834&cropX2=3445&cropY1=0&cropY2=2614
678,Clemens Toennies,Toennies,62,Germany,M,meat processing,Food and Beverage,3500.0,0.0,,665,https://specials-images.forbesimg.com/imageserve/5a7e0ea631358e4955ad0e48/416x416.jpg?background=000000&cropX1=1543&cropX2=4803&cropY1=14&cropY2=3272
679,Somphote Ahunai,Ahunai,51,Thailand,M,energy,Energy,3400.0,0.0,,1431,https://specials-images.forbesimg.com/imageserve/921717a472f456933b27aa6242dc34c2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
680,Igor Altushkin,Altushkin,47,Russia,M,metals,Metals & Mining,3400.0,0.0,,747,https://specials-images.forbesimg.com/imageserve/5a80a82031358e4955ad2b29/416x416.jpg?background=000000&cropX1=891&cropX2=4144&cropY1=461&cropY2=3712
681,Riley Bechtel,Bechtel,66,United States,M,"engineering, construction",Construction & Engineering,3400.0,0.0,,738,https://specials-images.forbesimg.com/imageserve/57e0790c31358e16c589ba0f/416x416.jpg?background=000000&cropX1=176&cropX2=614&cropY1=119&cropY2=557
682,"Stephen Bechtel, Jr.",Bechtel,93,United States,M,"engineering, construction",Construction & Engineering,3400.0,0.0,,739,https:http://specials-images.forbesimg.com/imageserve/57f2a847a7ea435a1e1f60fd/416x416.jpg?background=000000&cropX1=29&cropX2=734&cropY1=52&cropY2=758
683,Mike Cannon-Brookes,Cannon-Brookes,38,Australia,M,software,Technology,3400.0,0.0,,483,https://specials-images.forbesimg.com/imageserve/5a99b8d44bbe6f0fa8272c63/416x416.jpg?background=000000&cropX1=2566&cropX2=3589&cropY1=285&cropY2=1307
684,Rafael Del Pino y Calvo-Sotelo,Del Pino y Calvo-Sotelo,59,Spain,M,construction,Construction & Engineering,3400.0,0.0,,705,https://specials-images.forbesimg.com/imageserve/910e6d8352e21187ae4e0c51f41eb089/416x416.jpg?background=000000&cropX1=394&cropX2=2592&cropY1=167&cropY2=2366
685,Antonio Del Valle Ruiz,Del Valle Ruiz,79,Mexico,M,chemicals,Manufacturing,3400.0,0.0,,742,https://specials-images.forbesimg.com/imageserve/5a7fca614bbe6f2652f53674/416x416.jpg?background=000000&cropX1=364&cropX2=2631&cropY1=4&cropY2=2272
